Time,Tau_X,Tau_Y,Tau_Z
8.9300922473996,-0.000202990690882537,7.44249682245283e-05,0.000127182119238431
8.9310922473996,-0.000202982836278621,7.44285446290033e-05,0.000127174757295179
8.9320922473996,-0.000202974979429937,7.44320716756861e-05,0.000127167667414898
8.9330922473996,-0.000202967122109824,7.44355498294907e-05,0.00012716084687144
8.9340922473996,-0.000202959266063599,7.4438979497891e-05,0.000127154292986646
8.9350922473996,-0.0002029514130065,7.4442361081723e-05,0.000127148003016864
8.9360922473996,-0.000202943564708448,7.44456951096688e-05,0.000127141974217924
8.9370922473996,-0.000202935722868135,7.44489819909911e-05,0.000127136203978535
8.9380922473996,-0.000202927889139694,7.44522220654318e-05,0.000127130689654882
8.9390922473996,-0.000202920065162984,7.44554159522541e-05,0.000127125428553729
8.9400922473996,-0.00020291225255396,7.44585639930273e-05,0.000127120418060684
8.9410922473996,-0.000202904452890333,7.44616666938936e-05,0.000127115655575739
8.9420922473996,-0.000202896667764379,7.44647244208829e-05,0.000127111138470062
8.9430922473996,-0.000202888898768007,7.44677377205953e-05,0.000127106864121102
8.9440922473996,-0.000202881147333295,7.44707070288306e-05,0.000127102829941728
8.94509224739959,-0.000202873415028143,7.44736327654245e-05,0.000127099033391173
8.94609224739959,-0.000202865703268145,7.44765153015265e-05,0.000127095471858022
8.94709224739959,-0.000202858013503202,7.4479355126609e-05,0.000127092142810419
8.94809224739959,-0.000202850347180963,7.44821527076944e-05,0.000127089043643248
8.94909224739959,-0.000202842705694221,7.44849084564098e-05,0.000127086171875152
8.95009224739959,-0.000202835090399899,7.44876226643917e-05,0.000127083524913081
8.95109224739959,-0.000202827502593875,7.44902957412749e-05,0.000127081100191302
8.95209224739959,-0.000202819943608997,7.44929280987042e-05,0.000127078895234135
8.95309224739959,-0.000202812414731058,7.44955201115477e-05,0.000127076907433565
8.95409224739959,-0.000202804917186942,7.44980720771945e-05,0.000127075134246159
8.95509224739959,-0.000202797452229385,7.45005843240611e-05,0.000127073573211908
8.95609224739959,-0.000202790021018195,7.45030571888954e-05,0.000127072221682401
8.95709224739959,-0.000202782624751142,7.45054909929246e-05,0.000127071077122072
